Blog	four	looking	second	here	kids	k	music	until	example	want	turn	wrong	fix	re	wasn	service	project	person	tech	came	saying	best	country	asked	much	life	things	had	easy	possible	right	old	people	support	happy	later	team	along	love	working	following	such	data	years	course	didn	internet	million	open	city	future	saw	note	take	going	where	sites	jobs	many	wants	photos	former	technology	being	around	traffic	world	power	favorite	her	series	complete	ad	am	tv	th	large	small	past	hours	experience	social	via	company	science	learn	information	its	always	found	really	try	number	self	also	play	sometimes	set	see	last	whole	community	rules	recent	amp	couple	d	continue	anything	into	link	line	up	us	ago	having	results	video	great	makes	tools	next	process	high	move	doing	could	start	system	haven	face	fact	should	hope	means	stuff	email	ve	android	off	less	web	government	five	does	software	details	chance	above	search	word	work	interview	after	order	office	then	them	they	network	created	another	do	away	hand	photo	thanks	night	security	post	months	available	way	true	together	change	history	extra	live	car	write	product	use	still	half	now	january	year	space	shows	care	ways	than	online	america	only	between	article	comes	these	media	thinking	real	read	early	using	business	your	aren	lot	trying	building	since	month	very	learned	family	put	site	help	soon	actually	event	reason	ask	american	mobile	latest	pretty	during	x	close	won	probably	else	look	while	user	march	game	some	run	step	doesn	e	go	facebook	click	started	point	links	including	him	keep	exactly	need	able	based	she	written	key	police	problem	both	well	page	twitter	home	he	star	friends	companies	likely	even	ever	never	met	call	tell	give	answer	before	personal	better	weeks	went	mean	content	isn	features	matter	seen	don	m	stop	bad	decided	said	against	appeared	three	website	say	if	make	left	human	yes	yet	save	deal	popular	down	digital	finally	did	making	crazy	may	man	maybe	talk	nbsp	group	interesting	thing	think	first	little	anyone	were	shot	show	behind	black	get	enough	reading	across	those	different	pay	same	money	either	images	youtube	again	important	u	public	published	two	share	needs	coming	through	someone	everyone	house	hard	idea	done	least	part	believe	built	build	most	find	please	simple	create	understand	fun	itself	yesterday	big	bit	google	often	back	others	control	ll	day	text	taking	almost	com	thought	add	works	minutes	special	under	every	school	changes	would	phone	must	me	times	end	over	writing	each	got	free	wanted	days	already	top	too	took	though	watch	report	full	news	been	several	pick	gave	everything	no	cool	posts	says	goes	weird	today	local	figure	happened	name	place	given	white	any	ideas	sure	state	review	come	case	myself	good	check	week	without	seems	blog	update	there	program	far	list	design	version	known	rather	short	might	used	friday	feel	story	kind	nothing	his	hit	art	recently	reasons	questions	question	long	called	users	once	issues	apple	heart	app	few	something	six	instead	looks	our	out	york	their	which	who	why	words	view	stories	job	will	let	gets	other	know	because	lead	getting	own	apps	made	book
O'Reilly Radar	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	8	1	0	0	2	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MetaFilter	1	2	0	4	0	0	0	1	2	0	1	0	0	2	0	3	2	3	0	1	0	2	1	0	2	5	1	3	0	0	1	3	6	1	0	2	0	2	4	1	0	1	1	1	0	1	3	2	1	0	0	1	0	3	0	3	0	0	2	0	4	0	0	3	1	0	3	2	0	16	2	0	0	0	0	1	5	1	1	0	2	1	1	1	0	1	3	5	1	0	3	0	2	1	3	1	1	1	1	2	0	2	1	1	0	0	0	0	0	2	2	0	6	2	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	3	0	1	0	0	0	0	1	0	3	1	8	0	1	0	9	6	0	2	2	3	3	0	0	2	0	0	2	0	1	2	0	0	1	0	0	0	0	0	1	9	2	0	4	0	6	0	0	2	0	6	0	0	5	1	1	0	0	1	0	4	2	3	3	0	4	0	3	1	1	0	1	4	1	5	1	1	2	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	3	1	2	0	4	1	0	0	1	2	2	0	1	1	0	1	0	1	1	3	0	1	3	2	0	0	0	4	4	1	1	2	4	13	1	1	2	2	3	5	0	1	0	1	0	1	0	3	0	1	0	1	0	0	0	0	3	0	0	0	2	1	2	0	2	1	2	2	2	1	4	0	0	2	0	0	2	0	0	0	1	0	2	1	0	0	0	1	0	0	1	2	0	0	2	3	3	1	4	5	1	0	0	0	2	1	0	0	1	0	1	0	1	2	1	0	0	2	1	0	2	2	0	1	0	1	0	2	3	1	0	0	4	1	0	0	1	2	1	3	1	1	0	0	2	3	0	0	1	4	0	0	0	0	0	0	1	1	0	1	2	0	1	3	1	0	1	1	2	3	0	2	0	2	0	0	1	0	2	1	0	3	0	1	2	2	1	0	1	1	5	0	0	0	0	0	2	0	0	0	0	2	0	1	1	0	0	0	2	1	0	0	2	0	2	2	1	0	0	3	0	1	1	1	2	2	2	1	0	2	1	0	1	0	0	10	0	2	2	0	0	1	3	0	0	1	0	0	0	2	0	1	0	0	0	4	3	1	13	3	6	2	0	1	1	0	5	0	0	6	0	3	1	2	3	0	4	6
ReadWrite	2	3	2	6	0	0	0	2	1	6	1	0	2	10	2	12	3	1	7	4	4	5	1	0	9	3	2	8	4	3	7	3	5	7	0	2	2	0	2	4	3	5	9	4	5	5	5	4	3	0	0	3	1	9	1	8	1	2	4	4	25	2	8	7	4	0	14	0	0	0	1	0	1	0	1	0	2	3	3	2	7	0	6	31	0	2	1	67	0	3	5	2	1	2	21	3	1	12	14	17	3	0	0	3	2	3	5	3	1	25	0	4	18	1	1	2	0	2	3	3	3	3	1	2	5	1	19	1	10	1	4	1	9	1	1	0	0	5	22	6	3	2	2	0	0	8	3	1	0	0	0	12	2	9	0	1	2	10	10	4	2	6	9	1	2	10	0	0	13	1	6	3	15	3	2	3	0	4	1	0	1	6	7	7	4	13	0	14	4	2	1	2	11	2	1	11	9	0	4	3	1	1	1	0	4	2	11	18	2	7	2	3	5	0	2	0	0	0	1	4	4	9	1	5	1	0	16	5	3	1	14	1	4	3	4	6	3	7	1	4	8	6	7	3	1	4	2	0	2	6	0	4	1	0	1	6	6	6	2	0	2	0	2	6	11	1	1	0	12	0	0	8	5	20	0	3	0	0	0	7	1	5	3	10	2	1	2	1	9	3	3	0	9	0	0	3	1	11	6	0	1	0	3	19	16	2	1	0	5	1	2	5	4	2	1	4	5	2	11	0	3	1	49	6	2	3	3	18	4	3	3	1	4	3	0	15	6	0	2	8	1	0	7	4	1	3	0	0	1	8	3	0	12	4	2	2	3	1	0	2	2	6	2	1	6	1	4	4	12	6	0	1	4	0	2	5	0	7	2	50	0	6	3	3	10	1	1	2	2	1	0	5	6	1	1	5	4	0	0	12	9	0	3	1	3	9	0	3	5	1	0	1	4	3	7	2	8	26	4	2	2	19	3	0	2	2	23	0	0	2	1	0	2	0	0	1	3	0	4	1	9	2	1	0	1	6	0	0	8	0	5	3	6	0	9	16	2	6	0	4	3	3	1	4	14	3	0	2	0	0	3	2	4	0	3	0	0	1	6	2	23	3	1	57	7	40	8	5	1	6	9	4	23	0	18	22	3	8	3	1	0	0	32	3	1	21	3	4	0	5	11	15	8	0
Lifehack	0	0	0	0	4	0	0	0	0	1	0	0	0	10	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	0	2	0	14	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	20	0	0	5	3	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	22	2	0	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	6	2	0	0	1	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	3	0	0	2	0	2	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	1	0	5	0	6	1	0	0	0	0	5	3	0	1	2	0	2	0	0	2	2	0
Lifehacker	0	1	0	5	3	0	0	0	0	2	0	0	0	7	0	0	0	1	0	0	0	1	0	1	3	2	3	0	5	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1	0	0	3	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	8	5	0	0	0	2	1	0	0	3	2	0	2	0	1	0	2	0	0	0	0	0	1	1	0	3	0	4	1	0	0	2	0	2	0	2	0	0	2	7	2	1	2	0	0	7	1	0	0	1	5	0	0	0	1	1	0	1	0	0	2	0	0	1	0	1	0	4	0	0	1	0	0	1	0	1	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	25	0	4	0	20	2	4	0	0	2	1	0	1	0	0	0	4	0	1	0	0	2	0	0	1	1	1	0	0	0	1	0	1	3	1	2	0	9	3	0	0	0	0	0	1	2	0	0	2	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	2	0	2	0	0	0	0	0	0	0	0	6	4	0	0	0	0	1	1	4	1	0	0	0	0	0	2	0	0	2	0	1	0	0	0	1	2	0	1	0	2	0	0	8	3	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	1	0	0	1	3	0	0	1	1	0	0	0	1	0	0	0	6	2	0	0	2	0	1	0	0	1	0	0	2	3	0	0	2	1	0	1	1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	1	0	2	0	0	1	0	3	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	3	1	1	2	0	2	0	0	1	4	0	0	0	2	0	3	0	0	0	2	1	2	1	0	1	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	2	3	2	0	0	2	6	1	0	0	0	0	0	0	1	0	2	2	0	1	0	0	2	0	4	1	2	1	0
The Official Google Blog	2	5	2	13	12	3	5	1	3	11	7	0	0	40	4	7	4	5	3	4	5	16	8	4	5	8	4	14	4	1	4	6	58	6	4	4	9	4	7	7	2	2	4	12	3	1	16	10	0	12	3	2	1	14	2	9	2	3	16	1	2	2	11	7	14	0	18	9	4	15	1	3	5	1	2	4	2	4	13	4	2	2	5	3	16	10	13	7	8	2	2	5	5	2	25	4	2	7	20	13	3	9	1	4	6	0	7	1	0	12	1	1	28	25	1	1	2	3	7	6	0	13	2	8	0	9	6	9	1	2	4	1	5	11	1	1	4	20	9	10	4	7	1	3	2	0	4	2	2	46	1	15	8	30	1	8	8	11	22	4	2	5	10	7	3	6	1	6	10	1	3	10	6	3	6	4	6	3	5	3	0	6	13	7	2	16	8	37	4	3	2	3	33	11	3	11	4	0	6	15	5	1	8	4	2	11	2	62	6	5	2	3	10	6	4	3	6	5	1	21	2	3	4	2	7	5	1	3	1	9	3	4	5	1	2	11	16	2	4	14	20	5	4	5	0	11	1	0	3	2	0	11	4	7	1	10	3	2	23	0	1	1	1	4	11	0	2	7	13	5	2	2	0	15	7	2	2	7	2	5	2	13	2	7	2	6	1	2	1	2	0	1	8	7	3	1	3	4	2	4	8	2	11	25	15	6	0	1	1	2	1	4	8	3	10	6	7	1	10	3	7	3	12	2	1	1	2	27	4	1	32	1	16	7	3	15	5	1	14	7	8	0	2	0	1	1	29	3	4	11	3	0	14	1	2	3	25	4	6	3	4	3	2	3	4	2	1	9	9	17	0	2	4	1	0	1	3	10	1	89	3	15	7	0	21	33	4	5	1	3	1	1	1	5	2	3	4	7	0	6	8	0	6	6	2	20	1	7	9	6	2	10	8	20	2	10	6	7	1	2	15	13	3	1	2	4	9	1	0	4	2	0	14	7	0	3	1	5	2	6	7	4	7	11	3	7	1	0	8	2	34	7	1	5	2	21	5	4	2	2	2	0	1	1	9	4	3	3	3	5	0	27	9	1	2	1	12	2	11	4	2	6	4	0	2	19	7	14	3	4	2	51	29	4	43	21	33	3	1	8	3	0	38	3	0	17	17	4	2	7	4	1	10	5
Google Operating System	0	2	2	9	0	0	18	2	8	2	0	0	0	7	1	0	0	1	0	0	0	1	4	0	0	0	1	1	2	0	4	4	11	2	0	0	2	0	0	0	2	1	1	0	0	0	1	1	5	0	0	0	1	1	0	0	3	0	0	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	3	4	1	2	0	1	1	0	16	16	2	0	6	4	0	0	0	2	1	0	1	1	1	1	7	0	10	1	1	2	12	0	0	0	1	5	0	1	0	0	4	4	1	1	0	0	1	0	2	0	10	1	8	2	0	6	0	0	0	6	1	0	1	13	1	2	0	1	0	1	4	10	6	0	1	2	2	0	0	0	7	0	1	0	0	8	4	1	2	3	2	1	0	1	0	2	15	5	0	24	0	9	1	11	0	2	1	2	0	7	1	1	1	4	1	0	0	0	0	7	0	36	2	2	3	0	2	0	0	0	1	0	10	2	2	2	0	2	0	0	6	4	0	0	2	3	1	1	1	3	5	2	0	0	9	0	0	5	3	3	0	9	2	0	0	0	0	0	1	1	0	2	0	0	0	1	0	2	1	21	0	1	1	0	2	0	1	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	7	0	0	2	3	0	0	0	0	0	0	1	0	0	11	3	2	1	0	3	3	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	8	0	1	0	0	2	0	0	1	0	8	1	0	7	0	4	0	0	0	5	2	0	0	0	0	0	3	0	1	0	3	0	0	0	0	0	1	0	0	2	1	4	6	2	0	0	0	0	0	0	0	0	129	0	2	0	0	2	8	1	0	0	20	0	5	3	0	2	1	0	0	2	1	1	0	1	0	0	3	0	1	1	1	2	2	2	2	0	1	0	0	0	1	4	3	0	3	0	0	9	0	2	3	0	0	2	1	0	0	0	1	0	0	1	0	2	1	0	1	0	0	2	1	5	3	0	2	1	10	0	0	7	1	5	0	0	0	6	3	0	1	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	1	0	10	6	1	0	2	3	1	3	0	2	8	3	1	0	5	0	0	8	1	0	10	1	2	1	0	2	8	3	1
ShoeMoney	0	0	0	7	0	2	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	3	1	0	3	2	1	3	3	1	1	0	1	0	1	0	0	1	1	1	1	0	1	5	1	1	4	2	1	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	1	0	0	0	1	3	2	9	0	4	1	3	2	0	3	0	0	0	4	2	1	0	5	1	0	2	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	3	3	2	0	2	0	0	0	2	1	0	0	0	0	0	2	0	0	1	7	0	0	2	0	1	0	0	1	0	3	0	0	0	2	1	0	1	0	0	2	5	5	0	0	0	2	0	0	0	4	0	0	1	0	1	2	1	0	1	0	0	2	0	2	2	0	0	0	2	3	5	0	0	0	0	2	5	0	1	1	0	1	0	0	0	0	22	0	1	3	12	0	5	0	0	2	1	0	0	0	0	1	0	0	2	1	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	4	1	0	1	6	1	0	2	0	3	1	1	0	0	0	3	0	0	0	1	0	1	0	0	0	0	1	1	1	7	0	0	0	0	0	0	0	2	0	10	5	0	0	0	0	0	0	0	1	0	1	3	0	2	0	0	1	0	0	0	0	0	1	2	1	0	0	0	6	2	1	2	0	2	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	1	4	1	2	0	1	0	2	1	1	1	0	0	0	0	0	3	0	0	0	3	1	0	0	1	3	1	0	0	1	4	0	1	3	2	0	3	1	1	3	14	0	2	2	0	0	1	0	0	0	0	0	6	0	0	0	1	2	1	3	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	1	0	1	2	3	5	4	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	9	2	2	0	3	3	0	0	1	2	1	3	0	0	0	1	0	0	0	0	1	2	0	0	0	4	7	0	1	0	2	1	1	0	1	0	6	0	0	1	3	4	0	0	1	0	2	2
Schneier on Security	0	2	0	5	0	0	0	0	2	13	0	0	0	1	0	1	0	1	0	0	0	3	1	0	2	0	0	0	0	2	1	0	6	4	0	0	1	0	0	2	0	1	16	0	2	0	2	1	2	1	1	0	0	1	0	6	2	0	4	3	0	2	9	2	4	3	6	0	0	1	0	0	0	2	0	0	0	0	0	1	0	3	0	5	0	1	14	6	0	1	0	0	1	2	5	0	0	1	1	2	1	1	0	1	0	0	2	0	1	7	0	0	1	19	0	0	0	1	0	0	2	1	3	0	2	0	2	1	6	2	0	0	6	1	1	0	0	3	1	3	1	0	15	0	4	0	0	0	0	5	0	0	0	1	1	0	3	8	11	0	0	2	6	1	0	0	0	0	14	3	0	0	1	0	0	1	0	1	0	0	1	0	14	6	0	5	0	0	0	0	0	0	4	1	0	4	5	2	1	8	1	2	1	0	4	9	0	3	0	2	0	1	1	0	1	1	0	1	4	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	2	5	4	1	0	9	1	1	1	2	0	2	0	1	0	0	1	0	2	0	5	1	1	0	0	3	0	4	9	5	0	0	1	5	0	1	2	1	3	0	0	0	2	0	2	0	3	4	1	0	0	0	0	2	0	1	0	9	3	0	1	0	1	6	3	1	2	3	11	6	0	0	0	1	0	2	0	2	0	0	2	2	0	3	0	2	2	0	4	0	1	3	2	1	3	2	0	0	0	0	3	1	0	1	5	0	2	7	0	1	0	0	2	1	2	4	0	2	0	1	2	1	1	4	0	1	2	0	1	1	2	2	5	1	1	0	0	0	1	0	0	0	4	1	3	3	6	4	0	2	3	0	1	2	0	1	2	0	0	0	3	0	0	2	7	6	1	0	0	0	2	0	2	0	3	0	1	0	2	2	2	1	1	1	0	2	4	1	0	0	1	4	0	0	2	1	0	3	1	2	0	1	1	1	0	5	0	2	2	0	1	1	0	5	0	1	0	1	2	0	10	4	0	0	2	1	0	2	0	2	10	2	0	2	0	0	4	0	0	1	0	0	0	7	2	3	3	1	1	0	1	1	0	0	3	0	15	7	0	5	1	10	1	1	0	3	1	7	1	1	7	6	2	0	0	1	0	3	6
Kotaku	0	2	0	1	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	4	0	3	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	6	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	3	0	0	2	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	4	1	1	0	0	0	0	0	1	0	3	0	0	1	2	4	0	1	2	7	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	1	0	1	0	0	1	0	3	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	2	25	0	0	1	0	0	1	1	0	2	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	3	4	4	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	4	1	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	1	1	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	2	0	3	1	1	0	1	0	2	1	0	0	0	1	0	3	2	1	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	2	0	0	3	0	0	0	0	3	3	0	0	0	2	1	0	0	1	0	1	0	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	1	1	0	0	1	0	3	2	0	0	3	0	0	1	0	1	2	2	0	0	0	0	0	1	0	2	0	0	0	3	0	0	2	1	2	7	1	0	0	2	2	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	2	0	0	0	3	4	1	1	0	0	0	0	1	2	4	0	2	2	4	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	1	0	0	5	0	2	0	4	1	0	1	0	0	0	0	1	0	0	1	0	1	0	6	1	0	1	0
Mashable	2	1	1	1	4	2	4	3	0	0	1	1	0	7	0	2	4	3	3	1	1	3	1	0	4	6	1	10	3	0	2	4	9	1	0	3	4	0	0	0	0	0	3	7	1	3	2	1	0	2	0	1	0	4	0	4	0	0	4	0	3	0	0	5	2	1	14	0	0	5	0	1	0	0	3	2	0	4	2	1	1	3	0	3	4	2	0	7	2	4	8	0	1	3	24	0	0	1	21	4	0	1	0	0	0	0	3	0	0	7	1	1	8	14	1	2	0	5	2	0	1	2	1	3	1	2	6	0	3	0	2	0	3	0	1	0	2	2	0	3	2	0	4	1	0	2	1	0	2	3	1	5	0	11	2	1	4	4	12	0	0	1	5	1	0	0	0	4	2	0	1	2	4	0	0	3	5	4	0	1	2	0	3	5	1	7	1	9	1	2	0	1	6	4	1	4	1	0	4	6	2	0	1	30	0	0	1	23	0	1	3	5	1	0	1	0	2	0	0	8	1	2	1	1	0	2	3	1	1	4	0	1	4	2	2	3	4	1	8	1	4	2	1	1	0	3	1	0	3	0	0	1	2	0	1	4	2	1	7	0	0	6	0	4	2	0	3	4	9	1	2	0	2	2	1	2	1	0	1	1	0	6	2	0	0	3	0	0	1	7	1	2	3	2	1	0	1	14	0	0	3	0	3	11	6	1	4	0	0	0	1	2	1	0	1	5	3	1	2	10	1	0	0	3	0	1	0	8	2	0	15	6	0	2	8	7	2	0	0	3	2	5	1	2	0	2	3	2	0	4	0	0	10	7	1	2	1	1	3	2	2	3	2	0	2	0	0	0	5	3	0	0	3	0	0	0	0	2	0	0	1	4	0	0	1	7	1	1	4	0	1	2	1	1	0	5	2	1	0	5	1	0	5	2	1	2	1	3	1	2	2	4	0	1	4	3	1	2	2	1	0	10	1	0	1	1	9	0	0	1	0	0	2	0	8	0	1	1	0	0	4	0	0	11	0	0	0	0	7	1	3	2	1	0	0	7	1	1	1	2	1	3	1	0	4	2	4	2	2	0	1	4	0	0	2	0	0	0	2	4	3	0	0	11	2	1	0	3	1	1	1	11	16	2	12	8	10	0	2	0	0	1	9	0	0	6	5	5	0	1	3	1	7	0
TechCrunch	0	1	0	1	0	0	0	0	1	1	0	0	0	4	0	5	0	0	4	0	0	2	0	0	4	2	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	3	0	1	7	1	0	3	0	0	0	0	1	0	0	1	1	0	1	2	0	1	0	6	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	1	0	0	5	0	1	0	1	0	1	3	0	0	1	0	7	0	0	0	0	0	0	2	1	0	3	0	0	2	5	1	1	0	2	0	0	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	4	0	2	0	0	1	2	1	0	0	2	1	1	0	2	0	0	0	0	3	0	0	0	0	0	0	3	0	0	1	1	1	0	2	0	0	0	0	2	0	0	0	0	5	4	0	1	1	3	0	0	0	1	3	2	0	1	0	0	2	5	0	1	1	20	0	2	0	2	0	2	1	0	1	0	1	0	1	0	0	0	0	1	4	0	0	0	6	3	1	0	0	0	0	0	1	4	3	0	0	0	6	0	0	1	0	4	0	0	0	0	0	3	0	0	1	0	1	4	0	0	2	0	1	1	0	0	0	0	1	0	2	2	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	2	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	17	0	2	0	0	1	2	0	1	0	2	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	3	2	1	0	0	2	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	0	0	10	1	0	0	6	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	8	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	1	0	0	1	3	1	0	12	0	4	2	2	0	0	0	6	3	1	2	4	2	1	0	0	2	0	7	1	1	3	1	2	0	4	0	0	1	1
